player_id,player_name,team_id,team,team_code,position_raw
466382,Trevor DOORNBUSCH,1895293,Curaçao,CUW,Goalkeeper
484012,Matej KOVAR,43995,Czechia,CZE,Goalkeeper
433755,David Zima,43995,Czechia,CZE,Defender
441167,Tomas HOLES,43995,Czechia,CZE,Defender
486080,Robin HRANAC,43995,Czechia,CZE,Defender
472908,Vladimir COUFAL,43995,Czechia,CZE,Defender
514334,Stepan CHALOUPEK,43995,Czechia,CZE,Defender
441170,Ladislav KREJCI,43995,Czechia,CZE,Defender
358003,Vladimir DARIDA,43995,Czechia,CZE,Midfielder
433754,Adam HLOZEK,43995,Czechia,CZE,Forward
401481,Patrik Schick,43995,Czechia,CZE,Forward
441171,Jan KUCHTA,43995,Czechia,CZE,Forward
486081,Lukas CERV,43995,Czechia,CZE,Midfielder
484003,Mojmir CHYTIL,43995,Czechia,CZE,Forward
483990,David JURASEK,43995,Czechia,CZE,Defender
486082,Pavel SULC,43995,Czechia,CZE,Forward
441162,Jindrich STANEK,43995,Czechia,CZE,Goalkeeper
484011,Lukas PROVOD,43995,Czechia,CZE,Midfielder
433668,Michal SADILEK,43995,Czechia,CZE,Midfielder
483961,Tomas CHORY,43995,Czechia,CZE,Forward
441166,Jaroslav ZELENY,43995,Czechia,CZE,Defender
483936,David DOUDERA,43995,Czechia,CZE,Defender
404885,Tomas SOUCEK,43995,Czechia,CZE,Midfielder
511118,Lukas HORNICEK,43995,Czechia,CZE,Goalkeeper
523097,Alexandr SOJKA,43995,Czechia,CZE,Midfielder
506775,Hugo SOCHUREK,43995,Czechia,CZE,Midfielder
519985,Denis VISINSKY,43995,Czechia,CZE,Forward
441236,Hernan GALINDEZ,43927,Ecuador,ECU,Goalkeeper
402979,Felix TORRES,43927,Ecuador,ECU,Defender
424031,Piero HINCAPIE,43927,Ecuador,ECU,Defender
463465,Joel ORDONEZ,43927,Ecuador,ECU,Defender
419005,Jordy ALCIVAR,43927,Ecuador,ECU,Midfielder
448290,Willian PACHO,43927,Ecuador,ECU,Defender
389782,Pervis ESTUPINAN,43927,Ecuador,ECU,Defender
448299,Anthony VALENCIA,43927,Ecuador,ECU,Midfielder
405920,John YEBOAH,43927,Ecuador,ECU,Forward
463495,Kendry PAEZ,43927,Ecuador,ECU,Midfielder
448310,Kevin RODRIGUEZ,43927,Ecuador,ECU,Forward
419002,Moises RAMIREZ,43927,Ecuador,ECU,Goalkeeper
373400,Enner VALENCIA,43927,Ecuador,ECU,Forward
463468,Alan MINDA,43927,Ecuador,ECU,Midfielder
424036,Pedro VITE,43927,Ecuador,ECU,Midfielder
402985,Jordy CAICEDO,43927,Ecuador,ECU,Forward
402974,Angelo PRECIADO,43927,Ecuador,ECU,Defender
463476,Denil CASTILLO,43927,Ecuador,ECU,Midfielder
419020,Gonzalo PLATA,43927,Ecuador,ECU,Forward
448312,Nilson ANGULO,43927,Ecuador,ECU,Forward
389784,Alan FRANCO,43927,Ecuador,ECU,Midfielder
448295,Gonzalo VALLE,43927,Ecuador,ECU,Goalkeeper
428885,Moises CAICEDO,43927,Ecuador,ECU,Midfielder
514326,Jeremy AREVALO,43927,Ecuador,ECU,Forward
419003,Jackson POROZO,43927,Ecuador,ECU,Defender
463489,Yaimar MEDINA,43927,Ecuador,ECU,Defender
408948,MOHAMED ELSHENAWY,43855,Egypt,EGY,Goalkeeper
369267,YASSER IBRAHIM,43855,Egypt,EGY,Defender
408950,MOHAMED HANY,43855,Egypt,EGY,Defender
483182,HOSSAM ABDELMAGUID,43855,Egypt,EGY,Defender
